-3.000000 0.000547
-2.939394 0.000751
-2.878788 0.000802
-2.818182 0.001025
-2.757576 0.001163
-2.696970 0.001624
-2.636364 0.001902
-2.575758 0.002205
-2.515152 0.002229
-2.454545 0.002682
-2.393939 0.003122
-2.333333 0.003934
-2.272727 0.004589
-2.212121 0.005614
-2.151515 0.006526
-2.090909 0.007869
-2.030303 0.009573
-1.969697 0.011714
-1.909091 0.014110
-1.848485 0.018145
-1.787879 0.021221
-1.727273 0.024854
-1.666667 0.030180
-1.606061 0.037389
-1.545455 0.047818
-1.484848 0.054893
-1.424242 0.069727
-1.363636 0.084305
-1.303030 0.098841
-1.242424 0.118883
-1.181818 0.134893
-1.121212 0.151808
-1.060606 0.182042
-1.000000 0.218169
-0.939394 0.240986
-0.878788 0.268222
-0.818182 0.301211
-0.757576 0.324432
-0.696970 0.352165
-0.636364 0.386175
-0.575758 0.402934
-0.515152 0.415186
-0.454545 0.437689
-0.393939 0.488890
-0.333333 0.499214
-0.272727 0.516041
-0.212121 0.542575
-0.151515 0.542604
-0.090909 0.578172
-0.030303 0.565591
0.030303 0.554505
0.090909 0.554833
0.151515 0.596998
0.212121 0.536159
0.272727 0.516199
0.333333 0.504757
0.393939 0.461428
0.454545 0.439736
0.515152 0.422601
0.575758 0.393463
0.636364 0.379276
0.696970 0.351084
0.757576 0.339612
0.818182 0.314890
0.878788 0.273539
0.939394 0.261919
1.000000 0.209693
1.060606 0.173187
1.121212 0.152346
1.181818 0.124757
1.242424 0.106797
1.303030 0.091688
1.363636 0.078361
1.424242 0.070057
1.484848 0.059646
1.545455 0.050139
1.606061 0.041962
1.666667 0.035245
1.727273 0.027281
1.787879 0.021561
1.848485 0.017387
1.909091 0.014363
1.969697 0.011509
2.030303 0.009545
2.090909 0.007827
2.151515 0.005998
2.212121 0.005174
2.272727 0.004123
2.333333 0.003372
2.393939 0.002909
2.454545 0.002737
2.515152 0.002437
2.575758 0.001911
2.636364 0.001827
2.696970 0.001478
2.757576 0.001258
2.818182 0.001146
2.878788 0.000910
2.939394 0.000789
3.000000 0.000666
